,Name,LineA,LineB,LineC,Concatenated
3395,Jay , Rub his chin a little under there. He likes that. There you go. Beautiful. There you go.,,,
3396,Jay ," He's a dog and a butler. I mean, who couldn't love him?",,,
3397,Gloria , Stupid dog. ,,,
3398,Phil ," Here's the thing... that was my picture. Well, not really mine. There's this guy at work who sends out these links. Does... doesn't matter who. Gil Thorpe. He sent out another one Of the same  [OPENING CREDITS] ",,,
3399,Cameron ," Okay, ready to go.",,,
3400,Mitchell ," Oh, make sure you pee first.",,,
3401,Cameron ," What am I, 7 years old?",,,
3402,Mitchell ," No, you do not want to go during the show. The marionettes stop what they're doing, March to the edge of the stage, and point at you.",,,
3403,Cameron ," Okay, that sounds terrifying.",,,
3404,Mitchell , It's really funny.,,,
3405,Mitchell ," Oh, one of my favorite childhood memories Was attending the moscow marionette theater.",,,
3406,Cameron ," I grew up one mile away from Missouri's largest water slide, and third-largest in the country.",,,
3407,Mitchell ," Oh, really? Cam, you never mentioned that before.",,,
3408,Cameron , You feel...,,,
3409,Mitchell , ...Feel like a torpedo.,,,
3410,Mitchell ," Hey, Cam, does the gardener usually work on Saturdays?",,,
3411,Cameron ," I don't know. He comes when we need him. He's like batman, but straight. Is he crying?",,,
3412,Mitchell ," Oh, yeah. We should probably... Probably go out the back, huh?",,,
3413,Cameron , He's clearly in pain. How can you just turn your back on a friend like that?,,,
3414,Mitchell , A friend? Really? Yeah. W-what's his name?,,,
3415,Cameron , Cesar sal...Azar.,,,
3416,Mitchell ," You made that up. You were gonna say ""caesar salad.""",,,
3417,Cameron , Was not.,,,
3418,Mitchell ," Cam. Come on. Really? ugh. All right, don't worry, Lily. I'm sure we'll get to the show on time. I'm sure dad is just gonna go out and give an encouraging word to the gardener, Hopefully mention the snail problem, And then we are gonna be... No. No, no. Cam, no. Hello.",,,
3419,Cameron , I don't think he speaks English. ,,,
3420,Mitchell ," Okay, this might be a good time to mention to you that the marionettes are not kind to latecomers. They bend over and show their bloomers.",,,
3421,Cameron ," Okay, I speak a little Spanish. ¿señor, te gustaría hacer el agua y tenemos nuestra cama?",,,
3422,Cesar , Gracias.,,,
3423,Mitchell , What was that?,,,
3424,Cameron ," I just asked him if he wanted to have a glass of water and sit down for a minute, Like any kind person would.",,,
3425,Claire , I didn't find any more porn.,,,
3426,Phil , That was hardly porn. It was a topless woman on a tractor. You know what they call that in Europe? A cereal commercial.,,,
3427,Claire , I should go talk to him.,,,
3428,Phil ," Honey, honey, honey, I got this! I got this! No, no, no, no, no. I-I got this. I got this. I was his age once. Breasts are like these scary mystical things that he's drawn to, like Frodo to Mordor.",,,
3429,Claire ," Okay, I'm definitely going to talk to him.",,,
3430,Phil ," No, no, no, no! Boys don't want their moms talking to them about sex any more than girls want their dads talking to them about periods, bras, and girdles and all that stuff.",,,
3431,Claire ," You do know that women stopped wearing girdles like 30 years ago, right?",,,
3432,Phil ," Honey, I know. I know. That... that is... that is exactly the kind of sexual revolution That our son is going through right now, So... Just... let's just... just trust it. Fix that step. Just know I will handle this, okay?",,,
3433,Gloria , Del Diablo!,,,
3434,Jay ," Hey, Gloria, do you have any idea why Barkley was in the guest room?",,,
3435,Gloria , I was just doing a little redecorating. Sometimes it's good to move things around just to see how they look.,,,
3436,Jay ," Yeah, but the guest room... that's crazy. He's not a guest. He works for us. Hey, give me a hand here, will you? I think his jacket  shifted while I was moving him. We can't have you untucked, our little butler. That doesn't make any sense, does it, boy?",,,
3437,Gloria , ay!,,,
3438,Jay ," ""ay""? What was that? Is he all right?",,,
3439,Gloria ," Ay, no. My bracelet got caught a little bit here.",,,
3440,Jay ," Well, don't panic.",,,
3441,Gloria , I'm not panicking.,,,
3442,Jay ," All right, try to relax. We can fix him. Let me take a better look. Come here, boy.",,,
3443,Phil , Luke?,,,
3444,Luke," Hey, dad. Hey, buddy.",,,
3445,Phil ," Um...Look, You and I need to have a little talk.",,,
3446,Luke , About what?,,,
3447,Phil ," Well, it's about computer stuff. Um... How do you make sure you've deleted something after you read it?",,,
3448,Gloria ," Sorry, Jay. It was an accident.",,,
3449,Jay ," You know, I'm beginning to think you don't like Barkley that much. I mean, first you hide him in the guest room, And now this.",,,
3450,Gloria , It's ridiculous! I didn't mean to hurt it!,,,
3451,Jay ," First of all, let's cut the ""its."" He is a he. And you can pretend to be innocent all you want, but action speaks louder than words.",,,
3452,Gloria , Yeah. They can be very revealing.,,,
3453,Jay , What are you trying to say?,,,
3454,Gloria ," Nothing, but you have to admit that the dog butler is a little ridiculous.",,,
3455,Jay , You know what else I think is ridiculous? That mountain of pillows you have on our bed. I feel like I'm working on a loading dock just trying to get under the covers.,,,
3456,Gloria , They're pretty.,,,
3457,Jay , They're a damn nuisance.,,,
3458,Gloria ," Okay, forgive me for trying to make our home beautiful.",,,
3459,Jay ," Well, you know, if I can put up with those, you can put up with a piece of art. ",,,
3460,Gloria ," This is not art. It's an unholy mix between man and beast. But fine. If you love it so much, put it wherever you want.",,,
3461,Jay ," Thank you. Where you going, to get some more pillows?",,,
3462,Gloria ," No, don't worry. It'll be a long time before I bother you again with my pillows.",,,
3463,Alex , Why is dad in Luke's room with the door closed?,,,
3464,Claire , They are having a little talk.,,,
3465,Alex , Is Luke being punished?,,,
3466,Claire ," Is that your favorite thing, When your brother or sister gets into trouble?",,,
3467,Alex ," My favorite is when they're both in trouble. So, what'd he do? Did he cheat on a test? He's a cheater.",,,
3468,Claire , He did not cheat on a test.,,,
3469,Alex, Did he lie?,,,
3470,Claire , Alex.,,,
3471,Alex , He lies all the time.,,,
3472,Claire , Alex.,,,
3473,Alex , Sorry. I'm... I'm just worried about Luke. A lot of parents are hitting again.,,,
3474,Claire ," I appreciate your concern, But your father has it under control.",,,
3475,Phil , 24. 25. Flincher! Free slap. Bring it up.,,,
3476,Luke , Ow!,,,
3477,Phil , 29.,,,
3478,Luke , Can be on the bottom now?,,,
3479,Phil , Yeah.,,,
3480,Claire , Mm. How'd it go?,,,
3481,Phil ," Well, he was really embarrassed, but everything's... everything's fine now.",,,
3482,Claire , What'd you say?,,,
3483,Phil ," Well, you know, I kind of promised him We'd keep everything between us. Mm-hmm. Matter of fact, He'd be mortified if you brought it up with him... Ever. ",,,
3484,Claire ," Oh, god. Really?",,,
3485,Phil , Yeah.,,,
3486,Claire , That actually makes me feel kind of bad.,,,
3487,Phil , Well... You're probably just feeling a little tense from all this. I know I am. You know what might help the situation?,,,
3488,Claire , Really? Right now?,,,
3489,Phil , I meant going out for a few pizzas. Where's your mind? I guess I live in a house full of sex maniacs.,,,
3490,Cameron , Amigo? We can't help you if you won't come out.,,,
3491,Cesar , Gracias por invitarme a su casa. Me averguenzo de mis lágrimas.,,,
3492,Mitchell , What'd he say?,,,
3493,Cameron , Something... House... Something.,,,
3494,Mitchell ," Oh, come on! The show starts in a half-hour, and we still have to pick up Manny. Can... can we just... Come on, move this thing along.",,,
3495,Cameron ," Okay, this man is in crisis. He could have a familyhealth issue or a personal-health issue or a financial matter.",,,
3496,Mitchell ," Okay, wait, stop. You're getting all this from ""something house something""? Let's just call Gloria and have her deal with it, okay?",,,
3497,Cameron ," ""it"" is a human being, Mitchell!",,,
3498,Mitchell , Named caesar salad.,,,
3499,Cameron ," Okay, what's going on with you?",,,
3500,Mitchell ," Cam, you... mnh! You always do this! It's like you're incapable of hearing anyone's sad story Without making it your job to fix it, And then my needs... my needs come second.",,,
3501,Cameron , Your needs right now are a puppet show. This man could have lost his brother in a cable-car accident!,,,
3502,Mitchell ," You understood ""casa.""",,,
3503,Cameron ," Okay, fine. If it'll prove to you that I'm not the obsessive help-aholic that you make me out to be, Let's go to the puppet show.",,,
3504,Mitchell , Cam...,,,
3505,Cameron , Let's go. ,,,
3506,Woman ," Ay, ¿dónde está mi novio? Su camión está aparcado fuera.",,,
3507,Cameron , I think this has something to do with the gardener.,,,
3508,Mitchell , You think?,,,
3509,Cameron ," Um, just down the hall to the right.",,,
3510,Woman ," Ay, gracias, gracias. Perdón.",,,
3511,Cameron , Okay. Let's go.,,,
3512,Mitchell ," Oh, no, please... I know it's killing you not to get back there in the middle of that.",,,
3513,Cameron ," Oh, no, no, no, no. We are going. These folks can find their own way out. And now you'll know that I'm not a manic mother Teresa out there collecting lost souls.",,,
3514,Mitchell ," Oh, come on!",,,
3515,Mitchell ," Dad, is Manny ready?",,,
3516,Jay , Didn't you get the message? He's not going.,,,
3517,Mitchell , What?,,,
3518,Jay ," Oh, some mandatory cleanup at school.",,,
3519,Mitchell , What's the real reason?,,,
3520,Jay ," It's a puppet show, Mitch.",,,
3521,Mitchell ," Perfect. All right, it's just you and me, then, Lily.",,,
3522,Jay , How's the little fortune cookie?,,,
3523,Mitchell ," Oh, she's... she's good. She's good.",,,
3524,Jay , Where's Cam?,,,
3525,Mitchell ," We got into a fight. Because of him, I have a house full of latinos.",,,
3526,Jay ," Welcome to my world. So, trouble in gay paradise, huh?",,,
3527,Mitchell ," Well, he just can't say no to anybody who needs help, And why do you have to always add the word ""gay"" where it doesn't belong?",,,
3528,Jay ," Hey, hey... you're not mad at me. You're mad at the old balls and chain.",,,
3529,Mitchell ," Okay, dad, good talk. See you later.",,,
3530,Jay ," Oh, come on. I didn't mean it. Hey, I didn't mean it. I'm a little cranky. I got into it with Gloria a little bit.",,,
3531,Mitchell ," Oh, no. What happened? ",,,
3532,Jay ," Ah, she hates Barkley. It's the same stuff I went over with your mom all the time... Get rid of the boat, Get rid of the motorcycle. You know, I liked those things.",,,
3533,Mitchell ," Why do you have to get rid of it, then?",,,
3534,Jay ," You know, actually, I don't. Anyway, I'm gluing his hand on over here. His hand came off.",,,
3535,Mitchell ," Rough day, dad. Your hot, young wife doesn't like your doll.",,,
3536,Jay ," yeah. Unlike your big problem... ""my boyfriend's too nice to people.""",,,
3537,Mitchell ," No, see... mm. That's not all it is. He... he helps animals. He's always volunteering for things. T-trust me, it - it - it's worse than it sounds.",,,
3538,Jay ," Who are we kidding? We both got it pretty good. Hell, I'm probably fighting with your mom more than I'm fighting with Gloria on this thing.",,,
3539,Mitchell ," A bird fell out of a tree, and he fed it with an eyedropper.",,,
3540,Jay ," Just drop it, kid. We're both with people different from us, And that's gonna create stuff, but you want different. Your mom and I were perfect on paper, And you know how that ended. What I got now is a lot better. Sure, people look at us sometimes, And sometimes even I can't believe we're together. But we're happy. At the end of the day, there's no one I'd rather come home to.",,,
3541,Mitchell , You mean Gloria?,,,
3542,Jay , Who else?,,,
3543,Mitchell , No one. I'll see you later.,,,
3544,Jay ," See you, kid.",,,
3545,Alex , Did you draw on my poster?,,,
3546,Haley ," Yeah, I did. Maybe you'll think about that the next time you read my journal.",,,
3547,Alex ," I didn't read your stupid journal, and I waited in line to get this signed, Haley.",,,
3548,Haley ," Oh, don't be such a baby. It's just some dude with weird hair. ",,,
3549,Alex ," That's Maya Angelou, you idiot.",,,
3550,Haley ," Ohh, sorry I don't follow the WNBA.",,,
3551,Alex ," You know what? This is the worst thing you've ever done, and I'll never forgive you!",,,
3552,Haley , You started it!,,,
3553,Alex , What are you looking at?,,,
3554,Luke ," Well, I just heard...",,,
3555,Luke ," I was the one who read Haley's diary. I was playing on her computer, and it just opened. Okay, I opened it. But I didn't mean for anyone to fight.",,,
3556,Cameron ," Oh. Home already. Mitchell, hi! Hi!",,,
3557,Mitchell ," Hi, Cam. Hi.",,,
3558,Cameron , Did you forget the tickets?,,,
3559,Mitchell ," No. You know, I was never gonna enjoy the show without you, so...",,,
3560,Cameron ," Oh, but you were so excited to take Lily to see the Russian marionettes.",,,
3561,Mitchell ," She's probably a little young anyways. We can just prop her in front of the dryer for a half-hour. Listen, Cam, I-I love that you try and help the world. And I-I'm very lucky to have you in my life.",,,
3562,Cameron ," Oh, Mitchell.",,,
3563,Mitchell , How'd everything work out with the gardener?,,,
3564,Cameron ," Uh, great. Great. Turned out it was his wedding day, And he was just a little nervous. But you know what? There's no need to apologize to me.",,,
3565,Mitchell ," No, I need to. I've been very selfish.",,,
3566,Cameron ," No, no. Sometimes I take things too far.",,,
3567,Mitchell ," Okay, well, if that ever happens, I will let you know.",,,
3568,Cameron , Okay.,,,
3569,Mitchell , Is there a reason I can't go inside?,,,
3570,Cameron ," No. No, no. No.",,,
3571,Priest , Y ahora te pronuncio hombre y esposa. La puedes besar. ,,,
3572,Luke ," Mom, can I talk to you?",,,
3573,Claire ," Sure, honey. What's going on?",,,
3574,Luke , I feel bad about something I did.,,,
3575,Claire ," Oh, sweetie. Is this about the computer?",,,
3576,Luke , Yeah.,,,
3577,Claire , Something you shouldn't have been looking at?,,,
3578,Luke , Yeah. It was just so freaky. I couldn't stop looking.,,,
3579,Claire ," I know, sweet pea, But the important thing is you did stop looking.",,,
3580,Luke , Yeah. After about an hour.,,,
3581,Claire ," Okay. Well, it's perfectly normal to be curious about these things.",,,
3582,Luke , Some parts were funny.,,,
3583,Claire , Mm-hmm.,,,
3584,Luke , And some parts just seemed crazy.,,,
3585,Claire ," Well, I hope you realize that some of those parts weren't real.",,,
3586,Luke ," Obviously. But they can be totally real, right?",,,
3587,Claire , Hmm.,,,
3588,Luke , Like Anne Frank's?,,,
3589,Claire , What?,,,
3590,Luke ," All I know is, it really made me wonder about Haley.",,,
3591,Claire ," That's disturbing, sweetie. Why Haley?",,,
3592,Luke , It was her journal.,,,
3593,Haley , You read my journal? You little creep!,,,
3594,Luke , I'm sorry! I couldn't help it!,,,
3595,Claire ," Wait, Haley's journal, too? Luke, you are now banned from the computer.",,,
3596,Luke , What?,,,
3597,Alex , What happened? Who's in trouble?,,,
3598,Haley , Luke read my journal!,,,
3599,Alex , I told you it wasn't me!,,,
3600,Haley , I'm gonna kill you!,,,
3601,Claire ," Haley, calm down.",,,
3602,Haley ," What, you're not even gonna yell at him? That was private! ",,,
3603,Claire ," Oh, please. The most shocking thing in there was your spelling.",,,
3604,Haley ," You read it, too?",,,
3605,Alex , Am I the only one who hasn't read it?,,,
3606,Claire , I was looking through the computers in the house for pornography.,,,
3607,Haley , Sick.,,,
3608,Claire , Not for me. I wanted to see what you guys are looking at.,,,
3609,Haley , So you're violating our privacy.,,,
3610,Claire ," When I find out that my children are looking at a naked picture online, They don't have any privacy.",,,
3611,Alex , Who was looking at naked pictures?,,,
3612,Claire , That doesn't matter.,,,
3613,Haley , I wasn't.,,,
3614,Luke , It wasn't me! That's gross! I'm 10!,,,
3615,Claire , Wait a minute.,,,
3616,Luke , What's wrong with you people?,,,
3617,Claire ," If it wasn't you, who was it?",,,
3618,Phil , Mangia!,,,
3619,Cameron ," Rosa, thank you for coming.",,,
3620,Rosa , Gracias.,,,
3621,Cameron ," Carlos, let me know how it works out with that dentist. Victor, you owe me a dance.",,,
3622,Cameron ," Yes, I'm a caring person, and without Mitchell, I would just keep giving and giving and giving. I'm like a big, runaway charity truck and Mitchell is my of f-ramp full of safety gravel. He knows how to say no. He always can put himself first. He certainly can turn his back on someone's suffering.",,,
3623,Mitchell ," Um... No, really, keep going.",,,
3624,Cameron , He...,,,
3625,Mitchell , Don't keep going!,,,
3626,Cameron , Gracias. Goodbye. That was nice.,,,
3627,Mitchell ," Oh, god! Dad. ",,,
3628,Jay ," Looks like I missed the party, huh?",,,
3629,Mitchell , What I... what is that doing here?,,,
3630,Jay , He is a gift for you and Cam.,,,
3631,Cameron , Thank you.,,,
3632,Jay , He lost his monocle on the drive. His head was out the window.,,,
3633,Cameron ," Well, they love that.",,,
3634,Jay , I'll just put him here for now.,,,
3635,Mitchell , I don't want that.,,,
3636,Cameron , I think he's cute. Let's give him a chance.,,,
3637,Gloria , I came as soon as I heard your message. Did you say that somebody was getting married?,,,
3638,Jay ," Gloria, there you are! I've got good news! What's the matter?",,,
3639,Phil , Honey? Hey. I'm really sorry. That picture was just something that someone sent me. Doesn't matter who. Gil Thorpe. Anyway... I don't do that stuff. You're all the porn I need.,,,
3640,Claire ," That's... Honey, it's fine. It's fine.",,,
3641,Phil , Aah!,,,
3642,Claire , Now it's fine.,,,
3643,Claire , I couldn't care less about the picture. I was just upset when I thought it was Luke.,,,
3644,Claire ," Haley, honey, I really wish you would give me a hand with all this laundry. Never, ever...",,,
3645,Claire ," Haley's off in her own world. Alex has never really been a kid. But Luke is my baby. Is it really too much to ask that he stay a sweet, innocent kid... Forever? ",,,
3646,Phil ," Well, it was a woman on a tractor, And she had her shirt off.",,,
3647,Luke , Was it hot?,,,
3648,Phil ," Okay, we're being honest here. Um... This particular woman... Well, my tastes do run to the curvy, and the cowboy hat did not hurt one bit. Couple that with the cut-off jeans... And you were asking about the weather, weren't you?",,,
3649,Luke , Yeah.,,,
3650,Phil ," Well, this is good. This is good. You're gonna be going through some changes soon, And I think now you can feel safe talking to me about whatever.",,,
3651,Butler ," Sadly, I've been summarily dismissed from the employ of masters Cameron and Mitchell... The former being an utter delight, and the latter being a humorless snoot.",,,
3652,Mitchell ," Just... come on, get him in the car. The thrift shop's closing.",,,
3653,Cmaeron , What is this exciting thrift shop you speak of? Many of my relatives were taken out of their homes to be released into the green pastures in their maturity!,,,
3654,Mitchell ," Did you just say ""maturity""?",,,
3655,Cameron ," Unhand me, you brute! I regret nothing! I'll pay you. I'm a comfortable man. I've been stealing from your father for days. Oh, is there any better feeling in the world than having your ears flap in the wind?",,,
3656,Mitchell , You know what? Get out.,,,
3657,Cameron ," You mean it? Sweet freedom No. No, not you, Barkley. Cameron. Out.",,,
3658,Cameron , Oh. ,,,
3659,Phil ," Hey, buddy. Um... Here, sorry. We'll... we'll dribble later. Um...I just, uh, I just want to say I'm sorry. I never meant to blame you for that whole picture thing. Your mom sort of thought it was yours, And I-I should have stopped it, but I didn't.",,,
3660,Luke , So what was the picture of?  Modern Family,,,
3661,Phil ," Can people change? Well, that's a... tough one that's a tough one but I would say ""yes"", people can change. That's what I believe, anyway. And I will until the day I die.",,,
3662,Claire , You do realize you're proving the exact opposite of your point?,,,
3663,Phil ," See, she's changed. She used to be very supportive about me.",,,
3664,Claire , Come on... Phil!,,,
3665,Phil , Ow! Why is this so loud?,,,
3666,Claire , Why is this so loud? Make it stop.,,,
3667,Phil ," I just installed a sweet home theater system at the family room. The trouble is... Claire struggles with technology. Of any kind. I mean, remotes, cell phones, computers...",,,
3668,Claire ," Haley, have you seen my blue...",,,
3669,Dylan ," Hey, Mrs. Dunphy.",,,
3670,Claire ," Oh, hey, Dylan.",,,
3671,Dylan ," You know I can see you, right?",,,
3672,Claire ," Oh, I did not know that.",,,
3673,Dylan ," Haley is just in the bathroom, she'll be back in just a minute?",,,
3674,Claire , Thank you.,,,
3675,Phil , What are we pointing at?,,,
3676,Claire , At the TV.,,,
3677,Phil ," Honey, no, I'm sorry. It's a home theater.",,,
3678,Claire , What so I - I can't point at the TV when I wanna watch the TV?,,,
3679,Phil , No. You point at the receiver.,,,
3680,Claire , What's a receiver? ,,,
3681,Phil ," Okay, imagine our home theater system is a human body, so, then, the receiver is the brain. The TV is the face.",,,
3682,Claire , I know what part you are...,,,
3683,Jay ," So, he says those lies, and a lot many more. His heart Boom! Quadruple bypass, blow the valve.",,,
3684,Cameron , Hey! Look who it is!,,,
3685,Jay ," Hey, there he is.",,,
3686,Cameron , What a coinkydink. I was just getting some flowers for Gloria for babysitting Lily.,,,
3687,Jay , You want me to take them to her?,,,
3688,Cameron ," I would, But I have the most hilarious card for her at home. It's... it's a hunky Antonio Banderas type in silk boxers, and on the inside it says, ""thank you for last noche... but I can't find my pantalones."" I'm not doing it justice, really. Hi, I'm Cameron.",,,
3689,Jay ," Oh, geez, I'm sorry. Guys, this is Cameron. He's a, um... a ffriend of my son's. This is, uh, Scotty, Dale, Hugo, and Shorty.",,,
3690,Cameron ," It's nice to meet you guys. You guys look like a scene out of ""Jersey boys.""",,,
3691,Gloria ," Ohh, so handsome!",,,
3692,Manny , Thank you.,,,
3693,Gloria ," Manny, are you wearing aftershave?",,,
3694,Manny , Yes. For my date. This will be the first time she will ever smell me.,,,
3695,Manny , Her name is Whitney. I met her in an online book club. We both like vampire fiction and the romance of eternal life.,,,
3696,Gloria ," I think it's adorable that Manny has a date. He even picked out the lunch menu. Grilled-cheese sandwich and tomato soup. Tomato soup because, you know that tomato soup is like the blood and the vampires like to eat their blood. and then he wants me to take them out for ice cream, Well, because Manny likes ice cream. ",,,
3697,Manny ," Oh, that must be her. If this goes well, you don't need to stick around.",,,
3698,Whitney ," Hi, I'm Whitney. I'm here for Manny. [OPENING CREDITS]",,,
3699,Mitchell ,, See how that works?,,
3700,Cameron ," Sorry, sweetie.",,,
3701,Mitchell ," Sorry, daddy. Oh, it's all right. We were just... me and Lily were just using the time to finally figure out how to use the car's voice-command thingy.",,,
3702,Cameron , Oh.,,,
3703,Mitchell ," Yeah, here, Check it out. Watch. Cd player, next track.",,,
3704,System’s voice , Say a command.,,,
3705,Mitchell ," Cd player, next track.",,,
3706,System’s voice , Air conditioner on.,,,
3707,Mitchell , Damn it.,,,
3708,Cameron ," Wow, you're worse than your sister with this kind of stuff. It's a good thing Lily doesn't have an ejector seat. Oh, guess what. I ran into your dad and some of his friends.",,,
3709,Mitchell ," Oh, really?",,,
3710,Cameron ," Yeah. And get this... He, uh, he referred to me as ""a friend of my son.""",,,
3711,Mitchell , Seriously?,,,
3712,Cameron ," Yeah. Well, I wasn't offended by it.",,,
3713,Mitchell ," Well, I am. I mean, w-would he refer to Phil as ""a friend of Claire's?"" no.",,,
3714,Cameron , I've heard him call Phil a lot worse. Just let it pass. I should have never said anything.,,,
3715,Mitchell ," No, I'm not letting it pass. He needs to know that that's not okay. And if he doesn't like it, he knows where he can go.",,,
3716,System’s voice , Enter a destination.,,,
3717,Mitchell , Hell!,,,
3718,System’s voice , Mexican food.,,,
3719,Mitchell , Shut up! ,,,
3720,Mitchell ," I came out of the closet in my mid-20s. I had to actually come out to my dad three times before he finally acknowledged it. I'm not sure if maybe he was hoping he heard it wrong. Like I had said, ""dad, I'm gray.""",,,
3721,Cameron ," And my parents, they always just knew. My mother says labor with me took 36 hours because I came out of the womb like this, ""hello!""",,,
3722,Mitchell ," Hey, dad.",,,
3723,Jay ," Mitchell. Hey, you guys know my son, Mitch.",,,
3724,Guys , Hey.,,,
3725,Shorty ," Hey, Mitch. How's it hanging there, buddy? That's a great coat. Where'd you get that?",,,
3726,Mitchell ," Um, you know, I don't know. It was a gift.",,,
3727,Shorty ," Really? What is it, suede? Microsuede? Some kind of lambskin? It's very soft, you know?",,,
3728,Mitchell ," Thank you. Uh, dad, can I talk to you for a second?",,,
3729,Jay ," Yeah. Yeah, yeah, yeah. Be right back. Good seeing you. What's the matter?",,,
3730,Mitchell ," Um, ""a friend of my son""? That's how you introduce Cam?",,,
3731,Jay , That's why you came here?,,,
3732,Mitchell ," Dad, it's... it's just more than a little insulting. Cam and I have been together for five years. We... we have a daughter.",,,
3733,Jay ," It's... Look at these guys. They look like they came out of the 1800s. You see Hugo over there? After lunch, he ordered a sanka.",,,
3734,Mitchell ," No, they're... they're not the ones that are uncomfortable with this. You are. You... You've never been completely accepting of me and now that I have a family, it's getting a little old.",,,
3735,Jay , These guys don't understand the gay thing. Why create an awkward situation? That's all I'm saying.,,,
3736,Mitchell ," That's weird, because your friend Shorty there... Gay as they come.",,,
3737,Jay , You got to be kidding.,,,
3738,Mitchell ," Mnh, no. My gaydar is never wrong, And it is pinging like we're at a bathhouse. ",,,
3739,Jay ," What are you talking about, gay? The guy used to be married.",,,
3740,Mitchell ," Okay, well, that makes... no, well, so did Elton John, Merv Griffin, Cole Porter...",,,
3741,Jay ," Hey, you know what? You know what? Listen to me. You couldn't be more wrong about this.",,,
3742,Mitchell ," No, dad, you could not be more wrong... about a lot of things. Good seeing you guys.",,,
3743,Guys , Yeah! See you!,,,
3744,Shorty , That's a great coat!,,,
3745,Mitchell , Ping!,,,
3746,Phil , Phil Dunphy.,,,
3747,Claire ," Hey, it's me.",,,
3748,Phil , Hey!,,,
3749,Claire ," Listen, I've got a bunch of moms over here who want to watch the talent-show dvd, and I can't get the sound to work.",,,
3750,Phil , Is there a picture?,,,
3751,Claire , Yes.,,,
3752,Phil , Be honest. Did you do that thing where you get frustrated and you start pressing all the buttons?,,,
3753,Claire , No.,,,
3754,Claire ," I have a theory that Phil installs overly complicated things in the house just so he has an excuse to talk to me like a child. Last month, it was the thermostat.",,,
3755,Phil ," *The snowflake button makes it cold, cold, cold. Set temperature"" makes it hold, hold, hold, the little flame makes it... *",,,
3756,Whitney , This is so humiliating. I am sorry.,,,
3757,Manny , It's okay.,,,
3758,Whitney , He just seemed so mature online. How could I be so stupid?,,,
3759,Manny , You're not stupid. Stupid is not following your heart and taking a chance on love. ,,,
3760,Whitney ," I mean, what kind of 11-year-old talks like that?",,,
3761,Gloria , Manny's an old soul.,,,
3762,Manny ," Here, use my handkerchief.",,,
3763,Gloria , You see what I mean?,,,
3764,Whitney ," I'll just be alone for the rest of my life, and that's okay.",,,
3765,Gloria ," No, don't say that. In my country, there is a saying that means, ""love is just around the corner.""",,,
3766,Gloria , I come from a neighborhood with a lot of prostitutes.,,,
3767,Whitney ," Maybe for you. I mean, men must throw themselves at you every day.",,,
3768,Gloria , They'll do the same for you if you just...,,,
3769,Whitney , Just what? Put out?,,,
3770,Gloria ," No, just... like, the lipstick, the hair, push-up bra, you know.",,,
3771,Whitney , What's it matter? I'm never gonna be as pretty as you.,,,
3772,Gloria ," Believe me, this takes a lot of work. You just need to find your inner beauty.",,,
3773,Manny , It's hiding beneath a mask of insecurity.,,,
3774,Whitney ," Okay, he's starting to freak me out.",,,
3775,Gloria ," Manny, go play.",,,
3776,Manny , Okay.,,,
3777,Cameron ," Mitchell, how do these look to you?",,,
3778,Mitchell , Like they're dying.,,,
3779,Cameron ," I know, right? I said something to the florist, And he said, ""oh, don't worry about it. They're gonna me back."" they're not coming back. They've crossed to the other side!",,,
3780,Mitchell , You are a funny man.,,,
3781,Cameron , Why?,,,
3782,Mitchell ," Well, because you're completely bothered by the flowers, But when my father introduces you as ""a friend of my son""... Doesn't faze you in the least.",,,
3783,Cameron , Because the florist played me for a fool. Your dad didn't mean any harm. He's just being who he is. ,,,
3784,Mitchell ," Uh, when I was back east in law school, my dad used to",,,
3785,call me every Saturday at 6,"00 P.M. Before people would go out, Just, you know, check in, catch up. And then I think the Christmas of my second year, I finally got up the courage to tell him. After that, I-I pretty much just talked to my mom.",,,
3786,Cameron , Don't cry.,,,
3787,Mitchell , I'm not crying.,,,
3788,Jay , I'm home!,,,
3789,Gloria , We're here. This is Whitney. We're giving her a makeover.,,,
3790,Whitney , Hi. You have such a beautiful house.,,,
3791,Jay ," Thanks. Uh, you two know each other how?",,,
3792,Manny , She's my date.,,,
3793,Jay , Of course she is. I'll be in here.,,,
3794,Gloria , I'll be right back.,,,
3795,Manny , I'm sorry this didn't turn out like you wanted.,,,
3796,Whitney ," That's okay. Probably didn't turn out how you wanted it, either.",,,
3797,Manny ," I'll tell you what. If neither of us is with anybody in 10 years, how about you and me give it a shot?",,,
3798,Whitney , That's disturbing... but maybe.,,,
3799,Jay , How was your lunch with the boys?,,,
3800,Jay , Good. Ran into Mitchell and Cam.,,,
3801,Gloria ," Ay, nice.",,,
3802,Jay , And you're not gonna believe this. Mitchell says Shorty's gay.,,,
3803,Gloria ," Shorty? Yeah, I believe it.",,,
3804,Jay ," Oh, come on!",,,
3805,Gloria ," Well, he's a great dresser, a great dancer.",,,
3806,Jay , That doesn't prove anything.,,,
3807,Gloria , And he's the only one of your friends that never hits on me.,,,
3808,Jay , My friends hit on you?,,,
3809,Gloria ," Ah, yes, all the time. But don't worry... They're a bunch of harmless old men. ",,,
3810,Jay , They're my age.,,,
3811,Gloria ," I'm sure it's very hard on Shorty to keep a secret like that. Jay, I think you should talk to him.",,,
3812,Jay , What?,,,
